Text,Sentiment
"Rất rất thất vọng, painful warranty! 😩",False
"thật sự ứng dụng dễ dùng, great service",True
Cực kỳ thái độ phục vụ kém tại ứng dụng đặt xe.,False
khuyến mãi hấp dẫn tại siêu thị!! 🙂,True
buggy app at this service!! 😡,False
Rất rất hài lòng tại banking app 👏,True
"Sẽ không bao giờ dùng nữa, never using again",False
rất đóng gói cẩn thận tại customer service...,True
Cực kỳ liên hệ khó khăn tại website thương mại điện tử!,False
siêu chất lượng tuyệt vời tại mobile app.,True
Very slow at this app,False
"khuyến mãi hấp dẫn, very satisfied...",True
buggy app at the site. 👎,False
siêu hỗ trợ nhanh chóng tại cinema!,True
"Cực kỳ rất thất vọng, bad packaging. 💢",False
Awesome deal at this site... 🙂,True
very disappointed at this service!,False
rất rất hài lòng tại online shop,True
never using again at the site.,False
rất rất hài lòng tại website thương mại điện tử. 👍,True
Poor quality at the app!!,False
Rất đóng gói cẩn thận tại banking app!,True
hard to contact at their site 😞,False
"Hỗ trợ nhanh chóng, super helpful support 👍",True
"Rất đóng gói sơ sài, bad packaging! 🤦",False
Siêu khuyến mãi hấp dẫn tại ứng dụng đặt xe!! 🙂,True
Thật sự thái độ phục vụ kém tại delivery service! 🤦,False
"siêu rất hài lòng, very satisfied",True
Very disappointed at the site!!,False
Thật sự rất hài lòng tại trung tâm bảo hành!!,True
Cực kỳ chất lượng kém tại online shop!,False
Easy to use app at the service 😃,True
rude service at their site! 💢,False
"Rất giao hàng nhanh, smooth experience!!",True
bad packaging at the site!,False
quá giá hợp lý tại laptop store...,True
"thật sự sản phẩm đúng mô tả, reliable warranty!!",True
Easy to use app at the service.,True
Rất hỗ trợ chậm tại mobile app.,False
"quá bảo hành chu đáo, I will come back... ✨",True
"thật sự bảo hành phiền phức, terrible experience!!",False
"Rất rất hài lòng, reasonable price!!",True
very slow at the store,False
Very satisfied at the app,True
Bad packaging at the service. 🤦,False
"thật sự khuyến mãi hấp dẫn, fast delivery.",True
Sẽ không bao giờ dùng nữa tại hotel!!,False
rất chất lượng tuyệt vời tại mobile app!!,True
Poor quality at their site. 😡,False
"Quá nhân viên thân thiện, smooth experience!!",True
Very disappointed at their store!!,False
"Quá giao hàng nhanh, prompt response!",True
"ứng dụng hay bị lỗi, never using again 🤦",False
Matches the description at this site! 👏,True
Laggy experience at their service!!,False
Great service at the service,True
"thái độ phục vụ kém, terrible experience!",False
quá hỗ trợ nhanh chóng tại hotel. 😃,True
Bảo hành chu đáo tại ứng dụng đặt xe 👏,True
thật sự khuyến mãi hấp dẫn tại cinema...,True
chất lượng kém tại quán cà phê... 🤦,False
"Thật sự chất lượng tuyệt vời, easy to use app.",True
"cực kỳ hỗ trợ chậm, bad packaging! 😡",False
"quá chất lượng tuyệt vời, friendly staff! 👍",True
Rude service at their store... 😡,False
awesome deal at this service. 👍,True
Buggy app at this site!!,False
Easy to use app at the site! 👏,True
"Thật sự chất lượng kém, very disappointed!! 💢",False
Rất chất lượng tuyệt vời tại cinema...,True
"Rất hỗ trợ chậm, poor quality",False
Reasonable price at the site!! 👍,True
Quá hỗ trợ chậm tại customer service...,False
"Quá khuyến mãi hấp dẫn, friendly staff!! ✨",True
easy to use app at the app...,True
"thật sự khuyến mãi hấp dẫn, awesome deal!",True
Liên hệ khó khăn tại customer service!,False
thật sự trải nghiệm mượt mà tại banking app.,True
"cực kỳ giá quá cao, late delivery!!",False
"thật sự hỗ trợ nhanh chóng, careful packaging.",True
Rất quá tệ tại delivery service! 👎,False
Reasonable price at this service...,True
Painful warranty at the app 🤦,False
"quá giá hợp lý, easy to use app!!",True
"rất chất lượng kém, buggy app",False
"Siêu tôi sẽ quay lại, reasonable price",True
trải nghiệm kém tại trung tâm bảo hành! 💢,False
"siêu bảo hành chu đáo, matches the description...",True
not worth it at their store 😩,False
Worth the money at the app!,True
Hard to contact at their site... 😩,False
thật sự khuyến mãi hấp dẫn tại website thương mại điện tử... 🙂,True
Thật sự giá quá cao tại delivery service...,False
"Thật sự rất hài lòng, fast delivery! ✨",True
Very disappointed at this store. 😞,False
"thật sự đóng gói cẩn thận, smooth experience.",True
bad packaging at this service!! 👎,False
Awesome deal at their app.,True
Cực kỳ sẽ không bao giờ dùng nữa tại quán cà phê,False
"tôi sẽ quay lại, smooth experience!! 😃",True
Never using again at this service!,False
Rất chất lượng tuyệt vời tại quán cà phê. 👏,True
"Quá quá tệ, hard to contact. 😩",False
reliable warranty at this service,True
quá liên hệ khó khăn tại banking app,False
tôi sẽ quay lại tại hotel!!,True
"quá trải nghiệm kém, rude service!!",False
easy to use app at this site.,True
Slow support at the app. 💢,False
I will come back at the app... 👏,True
"thật sự sản phẩm không đúng mô tả, rude service",False
"siêu dịch vụ rất tốt, fast delivery.",True
laggy experience at this site.,False
"thật sự phản hồi kịp thời, reasonable price.",True
"Rất giá quá cao, rude service!",False
Thật sự dịch vụ rất tốt tại cửa hàng điện thoại. 🙂,True
quá bảo hành phiền phức tại ứng dụng đặt xe!,False
"quá sản phẩm đúng mô tả, smooth experience... 👍",True
"rất sẽ không bao giờ dùng nữa, hard to contact! 😞",False
awesome deal at this store!!,True
very slow at their app.,False
very satisfied at the store.,True
chất lượng kém tại hotel!! 🤦,False
"quá hỗ trợ nhanh chóng, awesome deal! 👍",True
"Rất chậm trễ, overpriced",False
thật sự sản phẩm đúng mô tả tại delivery service! 😃,True
Very slow at their store!! 👎,False
super helpful support at the app!!,True
quá trải nghiệm kém tại ứng dụng đặt xe.,False
thật sự nhân viên thân thiện tại quán cà phê!!,True
"rất thái độ phục vụ kém, poor quality",False
Thật sự sản phẩm đúng mô tả tại online shop 💯,True
"quá giá quá cao, buggy app!!",False
super helpful support at their store. 💯,True
rất thái độ phục vụ kém tại ứng dụng đặt xe! 💢,False
Easy to use app at the service!,True
Rất hỗ trợ chậm tại dịch vụ internet! 🤦,False
"rất nhân viên thân thiện, friendly staff.",True
buggy app at their app! 🤦,False
awesome deal at this app... 👏,True
not worth it at the service! 😡,False
Reliable warranty at the service!,True
"thật sự bảo hành phiền phức, poor quality! 😩",False
"thật sự khuyến mãi hấp dẫn, smooth experience! 👍",True
Late delivery at their site 💢,False
Reliable warranty at this site... 🙂,True
Very slow at the store! 😞,False
Rất rất hài lòng tại cửa hàng điện thoại...,True
"quá hỗ trợ chậm, not worth it... 🤦",False
"thật sự giá hợp lý, great service!",True
Poor quality at their app!! 😩,False
Excellent quality at the app,True
Not worth it at this site!! 😞,False
"Giao hàng nhanh, very satisfied!!",True
Item not as described at their service!,False
"Thật sự sản phẩm đúng mô tả, very satisfied!! ✨",True
Cực kỳ liên hệ khó khăn tại delivery service...,False
Smooth experience at this site!! 👍,True
quá giao hàng chậm tại banking app... 👎,False
rất trải nghiệm mượt mà tại nhà hàng,True
"Quá thái độ phục vụ kém, late delivery!",False
rất đóng gói cẩn thận tại trung tâm bảo hành.,True
"Quá liên hệ khó khăn, slow support.",False
quá chất lượng tuyệt vời tại cửa hàng điện thoại...,True
thật sự quá tệ tại siêu thị!,False
"Rất giá hợp lý, excellent quality. 😃",True
painful warranty at their service. 😞,False
thật sự dịch vụ rất tốt tại delivery service!!,True
"cực kỳ bảo hành phiền phức, laggy experience...",False
reasonable price at the store...,True
Rất sản phẩm không đúng mô tả tại laptop store!! 😡,False
Careful packaging at the service!! 😃,True
"quá rất thất vọng, painful warranty. 😞",False
quá tôi sẽ quay lại tại online shop!!,True
Quá liên hệ khó khăn tại online shop!!,False
Reasonable price at their app,True
"Bảo hành phiền phức, item not as described!! 🤦",False
prompt response at this store...,True
Rất ứng dụng hay bị lỗi tại dịch vụ internet!,False
Siêu sản phẩm đúng mô tả tại ứng dụng đặt xe 🙂,True
reliable warranty at this service,True
rất nhân viên thân thiện tại banking app.,True
quá trải nghiệm kém tại hotel!,False
"Quá giá hợp lý, fast delivery.",True
Hard to contact at this store...,False
Siêu đáng tiền tại dịch vụ internet.,True
Rất sản phẩm không đúng mô tả tại mobile app!,False
Reliable warranty at this service!!,True
Hard to contact at this site...,False
Thật sự chất lượng tuyệt vời tại online shop... ✨,True
giá quá cao tại ứng dụng đặt xe,False
"dịch vụ rất tốt, awesome deal! 😃",True
"Cực kỳ thái độ phục vụ kém, never using again! 😡",False
Thật sự chất lượng tuyệt vời tại quán cà phê!!,True
"Cực kỳ đóng gói sơ sài, overpriced! 🤦",False
"rất đáng tiền, careful packaging. ✨",True
Slow support at the app!,False
"Nhân viên thân thiện, I will come back",True
Quá ứng dụng dễ dùng tại ứng dụng đặt xe!!,True
"Thật sự khuyến mãi hấp dẫn, I will come back. 👍",True
Painful warranty at this app!!,False
"quá chất lượng tuyệt vời, great service.",True
overpriced at this app. 🤦,False
Quá trải nghiệm mượt mà tại mobile app... 👍,True
"Cực kỳ sản phẩm không đúng mô tả, very disappointed",False
"siêu phản hồi kịp thời, I will come back!! 🙂",True
Easy to use app at the site!,True
Siêu giao hàng nhanh tại trung tâm bảo hành. 💯,True
hỗ trợ chậm tại delivery service!,False
I will come back at their service...,True
Rất ứng dụng hay bị lỗi tại trung tâm bảo hành.,False
super helpful support at their app. 👏,True
poor quality at this store 😡,False
Giao hàng nhanh tại trung tâm bảo hành! 👍,True
"cực kỳ chậm trễ, hard to contact!",False
thật sự sản phẩm đúng mô tả tại mobile app!,True
Thật sự ứng dụng dễ dùng tại siêu thị...,True
Rất hỗ trợ chậm tại customer service!!,False
"cực kỳ thái độ phục vụ kém, not worth it!!",False
I will come back at the app,True
Rude service at their store... 😞,False
"Tôi sẽ quay lại, easy to use app!! 💯",True
Thật sự giao hàng chậm tại online shop!,False
Khuyến mãi hấp dẫn tại mobile app!!,True
Thật sự chậm trễ tại ứng dụng đặt xe! 😡,False
"siêu nhân viên thân thiện, worth the money... ✨",True
"Siêu đóng gói cẩn thận, super helpful support",True
Quá tôi sẽ quay lại tại customer service 💯,True
Late delivery at the store! 🤦,False
"Khuyến mãi hấp dẫn, very satisfied.",True
Very satisfied at the store!!,True
quá giá hợp lý tại online shop!!,True
rất giao hàng chậm tại cửa hàng điện thoại!! 😞,False
"Siêu chất lượng tuyệt vời, super helpful support.",True
sản phẩm không đúng mô tả tại nhà hàng!,False
"Dịch vụ rất tốt, reliable warranty!! 😃",True
Quá hỗ trợ chậm tại mobile app!,False
"Thật sự sản phẩm đúng mô tả, smooth experience. 👏",True
hỗ trợ chậm tại banking app!! 😞,False
thật sự đóng gói cẩn thận tại online shop!! 🙂,True
"quá đóng gói sơ sài, not worth it!",False
Thật sự bảo hành phiền phức tại cinema!! 👎,False
quá giao hàng nhanh tại banking app... 👏,True
siêu hỗ trợ nhanh chóng tại ứng dụng đặt xe!,True
"rất quá tệ, overpriced!",False
very satisfied at this site! 👏,True
cực kỳ trải nghiệm kém tại delivery service. 🤦,False
Easy to use app at this store,True
Rất thất vọng tại laptop store,False
"Thật sự rất thất vọng, very disappointed! 😞",False
Cực kỳ bảo hành phiền phức tại banking app... 👎,False
"khuyến mãi hấp dẫn, fast delivery",True
quá chậm trễ tại laptop store.,False
Excellent quality at their store! 🙂,True
Thật sự rất thất vọng tại nhà hàng!! 😡,False
"Hỗ trợ nhanh chóng, very satisfied!! ✨",True
rất quá tệ tại cinema. 🤦,False
Thật sự rất hài lòng tại ứng dụng đặt xe!! 🙂,True
very disappointed at this service...,False
great service at this site ✨,True
"không đáng tiền, very slow!!",False
"chất lượng tuyệt vời, worth the money.",True
"Thật sự thái độ phục vụ kém, buggy app",False
Bảo hành chu đáo tại siêu thị.,True
"Cực kỳ giá quá cao, painful warranty... 😩",False
Great service at the store 🙂,True
"Rất thất vọng, hard to contact",False
"Dịch vụ rất tốt, reasonable price!",True
"quá giao hàng chậm, poor quality... 👎",False
Reasonable price at their store! ✨,True
never using again at the site! 😡,False
"Siêu giá hợp lý, matches the description. 🙂",True
"Quá trải nghiệm kém, never using again... 👎",False
"rất tôi sẽ quay lại, reliable warranty... 👍",True
"chất lượng kém, overpriced 😡",False
fast delivery at this service...,True
rất rất thất vọng tại website thương mại điện tử. 👎,False
Reliable warranty at the site. 🙂,True
"Thật sự chậm trễ, bad packaging!",False
Smooth experience at this app,True
"quá chất lượng kém, bad packaging 😩",False
Great service at their store!,True
"quá ứng dụng hay bị lỗi, overpriced",False
very satisfied at the app.,True
Overpriced at the store...,False
Siêu rất hài lòng tại nhà hàng.,True
"thật sự sẽ không bao giờ dùng nữa, slow support",False
slow support at their store,False
cực kỳ chậm trễ tại quán cà phê,False
"Thật sự sản phẩm đúng mô tả, easy to use app!!",True
"Rất quá tệ, very disappointed! 🤦",False
super helpful support at the service!!,True
rất rất thất vọng tại dịch vụ internet.,False
"Đáng tiền, prompt response!! ✨",True
thật sự hỗ trợ chậm tại online shop,False
I will come back at the store.,True
rất thất vọng tại website thương mại điện tử 🤦,False
easy to use app at the store.,True
Poor quality at the site!!,False
Siêu giao hàng nhanh tại website thương mại điện tử,True
"cực kỳ bảo hành phiền phức, very disappointed!! 👎",False
smooth experience at the store,True
"cực kỳ sẽ không bao giờ dùng nữa, laggy experience...",False
fast delivery at the site...,True
"cực kỳ sản phẩm không đúng mô tả, bad packaging...",False
"đóng gói cẩn thận, reasonable price!",True
"thật sự ứng dụng hay bị lỗi, very slow! 🤦",False
Thật sự hỗ trợ nhanh chóng tại siêu thị.,True
Slow support at the site.,False
very satisfied at the service! 👏,True
terrible experience at this store!,False
siêu bảo hành chu đáo tại dịch vụ internet!! 😃,True
"rất giao hàng chậm, rude service!!",False
"thật sự dịch vụ rất tốt, awesome deal",True
Cực kỳ ứng dụng hay bị lỗi tại website thương mại điện tử,False
worth the money at this app,True
Thật sự quá tệ tại cinema...,False
matches the description at the store.,True
Sản phẩm không đúng mô tả tại nhà hàng!,False
Phản hồi kịp thời tại customer service...,True
Laggy experience at this store!! 😡,False
Reasonable price at this service...,True
rất sản phẩm không đúng mô tả tại cinema...,False
Friendly staff at the service!!,True
Item not as described at the site 🤦,False
"Chất lượng tuyệt vời, great service!! 😃",True
"Thật sự bảo hành phiền phức, hard to contact!",False
Careful packaging at their service... 🙂,True
Very slow at this store.,False
rất hỗ trợ nhanh chóng tại delivery service!!,True
chất lượng kém tại ứng dụng đặt xe...,False
"quá bảo hành chu đáo, excellent quality!",True
"Thật sự hỗ trợ chậm, not worth it...",False
"siêu ứng dụng dễ dùng, reliable warranty... 😃",True
Prompt response at the site!!,True
quá dịch vụ rất tốt tại quán cà phê,True
Quá chất lượng kém tại mobile app!,False
reasonable price at their service,True
"rất sẽ không bao giờ dùng nữa, late delivery... 🤦",False
thật sự tôi sẽ quay lại tại siêu thị...,True
"cực kỳ giao hàng chậm, bad packaging!",False
"đóng gói cẩn thận, smooth experience...",True
"Trải nghiệm mượt mà, excellent quality!! 💯",True
"Phản hồi kịp thời, fast delivery... 🙂",True
Item not as described at their site...,False
siêu rất hài lòng tại customer service,True
"rất chất lượng kém, not worth it! 😩",False
Prompt response at the store.,True
"Quá giao hàng chậm, late delivery!! 🤦",False
siêu đóng gói cẩn thận tại mobile app.,True
Very slow at this store! 👎,False
"Thật sự ứng dụng dễ dùng, matches the description. 💯",True
"quá trải nghiệm kém, very slow 🤦",False
matches the description at their app,True
"Quá không đáng tiền, terrible experience... 😩",False
"khuyến mãi hấp dẫn, awesome deal... 😃",True
Thái độ phục vụ kém tại banking app 😡,False
Very satisfied at this service!!,True
"Thật sự hỗ trợ chậm, painful warranty",False
Quá nhân viên thân thiện tại cửa hàng điện thoại.,True
Cực kỳ sẽ không bao giờ dùng nữa tại cinema,False
"rất chất lượng tuyệt vời, reasonable price...",True
Slow support at this site!,False
fast delivery at this site!,True
"thật sự giá quá cao, bad packaging",False
Great service at the service!,True
"không đáng tiền, overpriced",False
Ứng dụng dễ dùng tại website thương mại điện tử...,True
"đóng gói sơ sài, bad packaging... 🤦",False
"thật sự khuyến mãi hấp dẫn, worth the money!!",True
Laggy experience at their service!,False
"Thật sự hỗ trợ nhanh chóng, reasonable price. 🙂",True
"quá thái độ phục vụ kém, never using again 😞",False
smooth experience at this site... 😃,True
quá liên hệ khó khăn tại siêu thị! 😩,False
thật sự tôi sẽ quay lại tại delivery service... 🙂,True
"rất không đáng tiền, very slow. 🤦",False
rất rất thất vọng tại ứng dụng đặt xe.,False
Quá chất lượng kém tại quán cà phê... 🤦,False
rất ứng dụng dễ dùng tại cửa hàng điện thoại.,True
Quá không đáng tiền tại customer service! 😡,False
"Rất đáng tiền, excellent quality!",True
Very slow at their site 💢,False
Ứng dụng dễ dùng tại siêu thị...,True
Buggy app at their service. 🤦,False
Quá sản phẩm đúng mô tả tại dịch vụ internet.,True
"cực kỳ bảo hành phiền phức, painful warranty! 👎",False
tôi sẽ quay lại tại delivery service. ✨,True
"bảo hành phiền phức, rude service. 👎",False
Thật sự chất lượng tuyệt vời tại quán cà phê,True
"Rất thất vọng, terrible experience!!",False
Reasonable price at the service 👏,True
"Rất bảo hành phiền phức, overpriced 🤦",False
Thật sự tôi sẽ quay lại tại dịch vụ internet,True
"Thật sự rất thất vọng, very disappointed. 🤦",False
"Thật sự phản hồi kịp thời, careful packaging",True
đóng gói sơ sài tại cửa hàng điện thoại!!,False
reasonable price at this service ✨,True
"quá sản phẩm không đúng mô tả, rude service",False
"thật sự khuyến mãi hấp dẫn, great service.",True
Buggy app at this app.,False
Giá hợp lý tại dịch vụ internet!!,True
late delivery at their store!! 🤦,False
Overpriced at their store! 😡,False
"thật sự đóng gói cẩn thận, I will come back 🙂",True
bad packaging at this site...,False
Late delivery at the service!,False
hỗ trợ nhanh chóng tại nhà hàng!! 👏,True
Poor quality at the store...,False
Great service at the app,True
Rất chậm trễ tại laptop store. 😩,False
Very disappointed at the store.,False
cực kỳ trải nghiệm kém tại mobile app!!,False
siêu dịch vụ rất tốt tại cửa hàng điện thoại. 👏,True
Slow support at the app...,False
Tôi sẽ quay lại tại cinema!!,True
never using again at this site,False
"siêu đáng tiền, friendly staff...",True
"Cực kỳ quá tệ, buggy app 😩",False
awesome deal at this site.,True
"Hỗ trợ chậm, item not as described!",False
Rất đóng gói cẩn thận tại website thương mại điện tử...,True
rất chất lượng kém tại customer service...,False
"siêu phản hồi kịp thời, great service. ✨",True
"rất thất vọng, painful warranty... 💢",False
fast delivery at the service! 💯,True
"thật sự chậm trễ, rude service",False
"siêu dịch vụ rất tốt, friendly staff!!",True
bảo hành phiền phức tại siêu thị.,False
"rất dịch vụ rất tốt, excellent quality! 🙂",True
very disappointed at this site 😞,False
siêu giao hàng nhanh tại cinema!!,True
Never using again at this service 🤦,False
"Trải nghiệm mượt mà, reliable warranty. 💯",True
"quá sản phẩm không đúng mô tả, laggy experience... 💢",False
"thật sự đóng gói cẩn thận, I will come back!!",True
"Rất không đáng tiền, late delivery!!",False
Great service at the site. ✨,True
"quá giá hợp lý, great service...",True
I will come back at the app!!,True
"rất quá tệ, rude service. 😞",False
"Quá chất lượng tuyệt vời, very satisfied",True
Not worth it at this store!! 😡,False
Quá giao hàng nhanh tại siêu thị!,True
Late delivery at this site 🤦,False
"siêu giá hợp lý, fast delivery...",True
"Rất bảo hành phiền phức, overpriced!! 😞",False
quá chất lượng tuyệt vời tại trung tâm bảo hành!,True
"cực kỳ sản phẩm không đúng mô tả, painful warranty!! 🤦",False
Quá giao hàng nhanh tại customer service,True
"Liên hệ khó khăn, laggy experience 💢",False
Đáng tiền tại laptop store. ✨,True
Cực kỳ giao hàng chậm tại cửa hàng điện thoại!! 😞,False
"thật sự đóng gói cẩn thận, fast delivery!! ✨",True
slow support at this service 💢,False
buggy app at the site!,False
"Rất giá hợp lý, worth the money!",True
easy to use app at the store!!,True
Slow support at the service. 👎,False
Item not as described at their store!! 😡,False
Late delivery at their site,False
Siêu sản phẩm đúng mô tả tại cinema...,True
rất quá tệ tại mobile app!!,False
"Giá hợp lý, super helpful support",True
"quá không đáng tiền, slow support!! 🤦",False
Fast delivery at the app.,True
Quá trải nghiệm kém tại customer service!! 😩,False
very satisfied at the store.,True
"quá liên hệ khó khăn, rude service!!",False
great service at their site. 💯,True
Rude service at this service,False
rất đáng tiền tại nhà hàng...,True
thật sự đóng gói sơ sài tại customer service 😩,False
Friendly staff at this service!,True
very disappointed at this store!!,False
"Ứng dụng dễ dùng, worth the money",True
"cực kỳ sản phẩm không đúng mô tả, slow support...",False
"quá ứng dụng dễ dùng, awesome deal.",True
Not worth it at their site! 😞,False
siêu phản hồi kịp thời tại trung tâm bảo hành.,True
Sản phẩm không đúng mô tả tại cinema...,False
"Siêu rất hài lòng, excellent quality 🙂",True
Sản phẩm không đúng mô tả tại quán cà phê,False
"Rất hỗ trợ nhanh chóng, great service!",True
không đáng tiền tại online shop.,False
"rất giao hàng nhanh, reliable warranty...",True
very slow at their store!! 👎,False
Quá giao hàng nhanh tại quán cà phê...,True
Slow support at their site!!,False
"quá đóng gói cẩn thận, friendly staff.",True
late delivery at this store...,False
"rất bảo hành chu đáo, very satisfied!! 😃",True
"Thật sự sản phẩm không đúng mô tả, painful warranty...",False
"Rất khuyến mãi hấp dẫn, friendly staff... ✨",True
Rất quá tệ tại hotel. 😞,False
Matches the description at their store... 🙂,True
Quá ứng dụng hay bị lỗi tại hotel,False
"Thật sự khuyến mãi hấp dẫn, careful packaging 😃",True
"Quá thái độ phục vụ kém, item not as described!!",False
"quá nhân viên thân thiện, prompt response! 👏",True
Cực kỳ trải nghiệm kém tại cửa hàng điện thoại! 😞,False
Thật sự trải nghiệm mượt mà tại dịch vụ internet...,True
Thật sự ứng dụng hay bị lỗi tại delivery service!! 😞,False
Easy to use app at this store,True
"Thật sự giao hàng chậm, painful warranty!! 👎",False
Sẽ không bao giờ dùng nữa tại cinema,False
rất chậm trễ tại siêu thị 💢,False
reasonable price at this store!! 🙂,True
quá thái độ phục vụ kém tại cinema!,False
"Siêu phản hồi kịp thời, reliable warranty...",True
late delivery at the site,False
"Rất rất hài lòng, careful packaging",True
Quá ứng dụng hay bị lỗi tại nhà hàng... 🤦,False
quá rất hài lòng tại hotel...,True
item not as described at their site,False
"Quá đóng gói cẩn thận, very satisfied.",True
"rất giá quá cao, never using again!! 😞",False
Smooth experience at the service... 👍,True
"cực kỳ ứng dụng hay bị lỗi, buggy app! 💢",False
"thật sự hỗ trợ nhanh chóng, friendly staff!!",True
"thật sự ứng dụng dễ dùng, careful packaging!!",True
"thật sự dịch vụ rất tốt, matches the description!",True
rude service at the site!,False
Thật sự hỗ trợ chậm tại quán cà phê! 😞,False
Cực kỳ giao hàng chậm tại mobile app...,False
phản hồi kịp thời tại cinema!!,True
rude service at this service! 💢,False
"Giao hàng nhanh, smooth experience. 🙂",True
"thái độ phục vụ kém, bad packaging",False
"cực kỳ trải nghiệm kém, laggy experience.",False
item not as described at this site... 😞,False
Siêu bảo hành chu đáo tại delivery service!! 👍,True
"rất giao hàng chậm, overpriced.",False
worth the money at this site!! 👍,True
Poor quality at the store!!,False
Careful packaging at this service... 💯,True
"Thật sự không đáng tiền, bad packaging 😞",False
"rất tôi sẽ quay lại, smooth experience... 👏",True
very slow at this service. 💢,False
"Rất ứng dụng dễ dùng, prompt response. 💯",True
"quá chất lượng kém, item not as described!! 👎",False
Rất trải nghiệm mượt mà tại dịch vụ internet,True
"Phản hồi kịp thời, super helpful support. ✨",True
Thật sự bảo hành chu đáo tại siêu thị. 💯,True
"trải nghiệm mượt mà, super helpful support",True
easy to use app at this site.,True
"ứng dụng hay bị lỗi, not worth it...",False
excellent quality at this app!,True
"Thật sự liên hệ khó khăn, poor quality... 👎",False
Thật sự giá hợp lý tại trung tâm bảo hành! ✨,True
cực kỳ chậm trễ tại dịch vụ internet!,False
"Thật sự dịch vụ rất tốt, reasonable price 😃",True
thật sự giá quá cao tại trung tâm bảo hành.,False
Friendly staff at the site!,True
Cực kỳ không đáng tiền tại mobile app!,False
"Thật sự nhân viên thân thiện, great service...",True
"rất đóng gói sơ sài, item not as described",False
"dịch vụ rất tốt, fast delivery... 👏",True
Rude service at the store!!,False
Reliable warranty at this site,True
Cực kỳ sản phẩm không đúng mô tả tại ứng dụng đặt xe... 😡,False
reliable warranty at their app... 😃,True
"Quá quá tệ, bad packaging!!",False
Thật sự bảo hành chu đáo tại delivery service! 😃,True
cực kỳ ứng dụng hay bị lỗi tại customer service,False
"Siêu khuyến mãi hấp dẫn, super helpful support!!",True
late delivery at this service. 🤦,False
laggy experience at the service!,False
"Nhân viên thân thiện, smooth experience...",True
"quá phản hồi kịp thời, matches the description...",True
Buggy app at this service!!,False
Friendly staff at this service,True
Cực kỳ ứng dụng hay bị lỗi tại quán cà phê!,False
Quá sản phẩm đúng mô tả tại customer service. 👍,True
Smooth experience at their store!,True
Worth the money at the site,True
Slow support at the store 💢,False
"Rất trải nghiệm mượt mà, excellent quality 🙂",True
quá chất lượng kém tại banking app! 😩,False
"quá giao hàng nhanh, awesome deal. 👍",True
"Cực kỳ hỗ trợ chậm, buggy app.",False
Matches the description at this service.,True
Quá giá quá cao tại nhà hàng,False
"quá tệ, overpriced.",False
Rất rất thất vọng tại customer service...,False
Siêu nhân viên thân thiện tại delivery service,True
"quá giá quá cao, item not as described 😩",False
"Thật sự trải nghiệm mượt mà, reasonable price...",True
"Thật sự giá quá cao, poor quality!! 😩",False
"đóng gói cẩn thận, smooth experience.",True
Rất thái độ phục vụ kém tại laptop store!!,False
rất liên hệ khó khăn tại siêu thị.,False
liên hệ khó khăn tại cửa hàng điện thoại! 😞,False
"khuyến mãi hấp dẫn, reliable warranty!",True
painful warranty at the service.,False
Siêu dịch vụ rất tốt tại siêu thị!,True
"Thật sự chất lượng kém, laggy experience!!",False
Matches the description at their site. 👏,True
"Quá sản phẩm không đúng mô tả, hard to contact 👎",False
"Ứng dụng dễ dùng, reasonable price 👏",True
Item not as described at this app!! 😩,False
Fast delivery at the store!,True
cực kỳ ứng dụng hay bị lỗi tại ứng dụng đặt xe,False
"Siêu rất hài lòng, easy to use app!!",True
late delivery at their store 👎,False
Giá hợp lý tại dịch vụ internet... 😃,True
"Rất bảo hành phiền phức, item not as described!! 🤦",False
excellent quality at this store!! 👏,True
"cực kỳ hỗ trợ chậm, laggy experience. 😩",False
"Thật sự hỗ trợ nhanh chóng, friendly staff!!",True
"thật sự không đáng tiền, very slow 👎",False
rất sản phẩm đúng mô tả tại mobile app...,True
Terrible experience at this site! 🤦,False
prompt response at this store!!,True
buggy app at the app! 💢,False
Quá bảo hành chu đáo tại delivery service!!,True
"thật sự sản phẩm không đúng mô tả, not worth it! 😞",False
Quá hỗ trợ nhanh chóng tại mobile app!!,True
Bad packaging at their app...,False
"thật sự đóng gói sơ sài, buggy app!",False
Item not as described at their service...,False
careful packaging at this app ✨,True
"Thật sự không đáng tiền, never using again...",False
Super helpful support at the site. 🙂,True
Bad packaging at their app.,False
Reasonable price at the store.,True
"quá sản phẩm không đúng mô tả, rude service. 🤦",False
giá hợp lý tại mobile app! 👍,True
"thật sự ứng dụng hay bị lỗi, buggy app!!",False
Friendly staff at their app. ✨,True
not worth it at their app,False
Rất chất lượng tuyệt vời tại website thương mại điện tử. 😃,True
terrible experience at this site... 😩,False
"siêu dịch vụ rất tốt, I will come back!",True
"rất sẽ không bao giờ dùng nữa, overpriced",False
Very disappointed at this service!,False
late delivery at this service!!,False
Thật sự giá hợp lý tại website thương mại điện tử.,True
Very disappointed at the store. 😞,False
prompt response at this site. 🙂,True
poor quality at the store 😡,False
Rất chất lượng tuyệt vời tại banking app. ✨,True
Rude service at the service.,False
rất giao hàng nhanh tại hotel,True
"quá giao hàng chậm, slow support. 🤦",False
reasonable price at this service!,True
siêu tôi sẽ quay lại tại customer service! 💯,True
thật sự rất hài lòng tại cinema,True
Chậm trễ tại ứng dụng đặt xe,False
"siêu tôi sẽ quay lại, friendly staff",True
